zip,surcharge,country
28779,1.75,US
28781,1.75,US
28782,1.75,US
28783,1.75,US
28784,1.75,US
28785,1.75,US
28786,1.75,US
28787,1.75,US
28788,1.75,US
28789,1.75,US
28790,1.75,US
28792,1.75,US
28793,1.75,US
28901,1.75,US
28902,1.75,US
28903,1.75,US
28904,1.75,US
28905,1.75,US
28906,1.75,US
28909,1.75,US
29001,1.75,US
29003,1.75,US
29006,1.75,US
29009,1.75,US
29010,1.75,US
29014,1.75,US
29015,1.75,US
29016,1.75,US
29018,1.75,US
29020,1.75,US
29030,1.75,US
29031,1.75,US
29032,1.75,US
29036,1.75,US
29037,1.75,US
29038,1.75,US
29039,1.75,US
29041,1.75,US
29042,1.75,US
29044,1.75,US
29045,1.75,US
29046,1.75,US
29047,1.75,US
29048,1.75,US
29051,1.75,US
29052,1.75,US
29053,1.75,US
29054,1.75,US
29055,1.75,US
29056,1.75,US
29058,1.75,US
29059,1.75,US
29061,1.75,US
29062,1.75,US
29065,1.75,US
29067,1.75,US
29069,1.75,US
29070,1.75,US
29074,1.75,US
29075,1.75,US
29078,1.75,US
29079,1.75,US
29080,1.75,US
29081,1.75,US
29082,1.75,US
29101,1.75,US
29102,1.75,US
29104,1.75,US
29105,1.75,US
29106,1.75,US
29107,1.75,US
29108,1.75,US
29111,1.75,US
29112,1.75,US
29113,1.75,US
29114,1.75,US
29115,1.75,US
29116,1.75,US
29118,1.75,US
29122,1.75,US
29123,1.75,US
29124,1.75,US
29125,1.75,US
29126,1.75,US
29127,1.75,US
29128,1.75,US
29129,1.75,US
29130,1.75,US
29132,1.75,US
29133,1.75,US
29135,1.75,US
29137,1.75,US
29138,1.75,US
29142,1.75,US
29143,1.75,US
29145,1.75,US
29146,1.75,US
29148,1.75,US
29160,1.75,US
29161,1.75,US
29162,1.75,US
29163,1.75,US
29164,1.75,US
29166,1.75,US
29168,1.75,US
29175,1.75,US
29176,1.75,US
29177,1.75,US
29178,1.75,US
29180,1.75,US
29321,1.75,US
29322,1.75,US
29323,1.75,US
29325,1.75,US
29330,1.75,US
29331,1.75,US
29332,1.75,US
29335,1.75,US
29340,1.75,US
29341,1.75,US
29342,1.75,US
29351,1.75,US
29353,1.75,US
29355,1.75,US
29356,1.75,US
29360,1.75,US
29364,1.75,US
29368,1.75,US
29370,1.75,US
29372,1.75,US
29373,1.75,US
29374,1.75,US
29375,1.75,US
29376,1.75,US
29379,1.75,US
29384,1.75,US
29386,1.75,US
29388,1.75,US
29395,1.75,US
29426,1.75,US
29429,1.75,US
29430,1.75,US
29431,1.75,US
29432,1.75,US
29433,1.75,US
29434,1.75,US
29435,1.75,US
29436,1.75,US
29437,1.75,US
29438,1.75,US
29440,1.75,US
29442,1.75,US
29446,1.75,US
29447,1.75,US
29448,1.75,US
29449,1.75,US
29450,1.75,US
29452,1.75,US
29453,1.75,US
29455,1.75,US
29457,1.75,US
29458,1.75,US
29461,1.75,US
29468,1.75,US
29469,1.75,US
29470,1.75,US
29471,1.75,US
29472,1.75,US
29474,1.75,US
29475,1.75,US
29476,1.75,US
29477,1.75,US
29479,1.75,US
29481,1.75,US
29487,1.75,US
29488,1.75,US
29493,1.75,US
29510,1.75,US
29511,1.75,US
29512,1.75,US
29516,1.75,US
29518,1.75,US
29519,1.75,US
29520,1.75,US
29525,1.75,US
29526,1.75,US
29527,1.75,US
29528,1.75,US
29530,1.75,US
29532,1.75,US
29536,1.75,US
29540,1.75,US
29541,1.75,US
29543,1.75,US
29544,1.75,US
29545,1.75,US
29546,1.75,US
29547,1.75,US
29550,1.75,US
29551,1.75,US
29554,1.75,US
29555,1.75,US
29556,1.75,US
29560,1.75,US
29563,1.75,US
29564,1.75,US
29565,1.75,US
29567,1.75,US
29568,1.75,US
29569,1.75,US
29570,1.75,US
29571,1.75,US
29573,1.75,US
29574,1.75,US
29580,1.75,US
29581,1.75,US
29583,1.75,US
29584,1.75,US
29589,1.75,US
29590,1.75,US
29591,1.75,US
29592,1.75,US
29593,1.75,US
29594,1.75,US
29596,1.75,US
29620,1.75,US
29627,1.75,US
29628,1.75,US
29630,1.75,US
29635,1.75,US
29638,1.75,US
29639,1.75,US
29643,1.75,US
29644,1.75,US
29645,1.75,US
29647,1.75,US
29653,1.75,US
29654,1.75,US
29655,1.75,US
29656,1.75,US
29657,1.75,US
29658,1.75,US
29659,1.75,US
29661,1.75,US
29664,1.75,US
29665,1.75,US
29666,1.75,US
29669,1.75,US
29670,1.75,US
29671,1.75,US
29672,1.75,US
29675,1.75,US
29676,1.75,US
29677,1.75,US
29678,1.75,US
29679,1.75,US
29682,1.75,US
29683,1.75,US
29684,1.75,US
29685,1.75,US
29686,1.75,US
29688,1.75,US
29689,1.75,US
29690,1.75,US
29691,1.75,US
29692,1.75,US
29693,1.75,US
29695,1.75,US
29696,1.75,US
29702,1.75,US
29703,1.75,US
29704,1.75,US
29706,1.75,US
29709,1.75,US
29710,1.75,US
29712,1.75,US
29714,1.75,US
29717,1.75,US
29718,1.75,US
29720,1.75,US
29721,1.75,US
29722,1.75,US
29724,1.75,US
29726,1.75,US
29727,1.75,US
29728,1.75,US
29729,1.75,US
29741,1.75,US
29742,1.75,US
29743,1.75,US
29744,1.75,US
29745,1.75,US
29810,1.75,US
29812,1.75,US
29813,1.75,US
29817,1.75,US
29819,1.75,US
29821,1.75,US
29822,1.75,US
29824,1.75,US
29826,1.75,US
29827,1.75,US
29831,1.75,US
29832,1.75,US
29835,1.75,US
29836,1.75,US
29838,1.75,US
29840,1.75,US
29842,1.75,US
29843,1.75,US
29844,1.75,US
29845,1.75,US
29846,1.75,US
29847,1.75,US
29848,1.75,US
29849,1.75,US
29853,1.75,US
29856,1.75,US
29860,1.75,US
29910,1.75,US
29911,1.75,US
29912,1.75,US
29913,1.75,US
29914,1.75,US
29916,1.75,US
29918,1.75,US
29920,1.75,US
29921,1.75,US
29922,1.75,US
29923,1.75,US
29924,1.75,US
29927,1.75,US
29929,1.75,US
29931,1.75,US
29932,1.75,US
29933,1.75,US
29934,1.75,US
29936,1.75,US
29939,1.75,US
29940,1.75,US
29941,1.75,US
29943,1.75,US
29944,1.75,US
29945,1.75,US
30011,1.75,US
30016,1.75,US
30025,1.75,US
30055,1.75,US
30056,1.75,US
30103,1.75,US
30104,1.75,US
30105,1.75,US
30107,1.75,US
30108,1.75,US
30110,1.75,US
30113,1.75,US
30114,1.75,US
30116,1.75,US
30124,1.75,US
30125,1.75,US
30129,1.75,US
30138,1.75,US
30139,1.75,US
30140,1.75,US
30143,1.75,US
30145,1.75,US
30147,1.75,US
30148,1.75,US
30149,1.75,US
30151,1.75,US
30153,1.75,US
30170,1.75,US
30171,1.75,US
30173,1.75,US
30175,1.75,US
30176,1.75,US
30177,1.75,US
30178,1.75,US
30179,1.75,US
30182,1.75,US
30183,1.75,US
30184,1.75,US
30185,1.75,US
30187,1.75,US
30204,1.75,US
30205,1.75,US
30206,1.75,US
30213,1.75,US
30216,1.75,US
30217,1.75,US
30218,1.75,US
30219,1.75,US
30220,1.75,US
30222,1.75,US
30228,1.75,US
30229,1.75,US
30230,1.75,US
30232,1.75,US
30233,1.75,US
30234,1.75,US
30240,1.75,US
30241,1.75,US
30248,1.75,US
30250,1.75,US
30251,1.75,US
30252,1.75,US
30256,1.75,US
30257,1.75,US
30258,1.75,US
30259,1.75,US
30261,1.75,US
30268,1.75,US
30276,1.75,US
30285,1.75,US
30286,1.75,US
30289,1.75,US
30292,1.75,US
30293,1.75,US
30295,1.75,US
30401,1.75,US
30410,1.75,US
30411,1.75,US
30412,1.75,US
30413,1.75,US
30414,1.75,US
30415,1.75,US
30417,1.75,US
30420,1.75,US
30421,1.75,US
30423,1.75,US
30424,1.75,US
30425,1.75,US
30426,1.75,US
30427,1.75,US
30428,1.75,US
30429,1.75,US
30434,1.75,US
30436,1.75,US
30438,1.75,US
30439,1.75,US
30441,1.75,US
30442,1.75,US
30445,1.75,US
30446,1.75,US
30447,1.75,US
30448,1.75,US
30449,1.75,US
30450,1.75,US
30451,1.75,US
30452,1.75,US
30453,1.75,US
30454,1.75,US
30455,1.75,US
30456,1.75,US
30457,1.75,US
30458,1.75,US
30459,1.75,US
30460,1.75,US
30461,1.75,US
30464,1.75,US
30467,1.75,US
30470,1.75,US
30471,1.75,US
30473,1.75,US
30474,1.75,US
30475,1.75,US
30477,1.75,US
30499,1.75,US
30510,1.75,US
30511,1.75,US
30512,1.75,US
30513,1.75,US
30514,1.75,US
30516,1.75,US
30517,1.75,US
30520,1.75,US
30521,1.75,US
30522,1.75,US
30523,1.75,US
30525,1.75,US
30527,1.75,US
30528,1.75,US
30529,1.75,US
30530,1.75,US
30531,1.75,US
30533,1.75,US
30534,1.75,US
30535,1.75,US
30537,1.75,US
30538,1.75,US
30539,1.75,US
30540,1.75,US
30541,1.75,US
30543,1.75,US
30544,1.75,US
30545,1.75,US
30546,1.75,US
30547,1.75,US
30548,1.75,US
30549,1.75,US
30552,1.75,US
30553,1.75,US
30554,1.75,US
30555,1.75,US
30557,1.75,US
30558,1.75,US
30559,1.75,US
30560,1.75,US
30562,1.75,US
30563,1.75,US
30564,1.75,US
30565,1.75,US
30567,1.75,US
30568,1.75,US
30571,1.75,US
30572,1.75,US
30573,1.75,US
30575,1.75,US
30576,1.75,US
30577,1.75,US
30580,1.75,US
30581,1.75,US
30582,1.75,US
30596,1.75,US
30597,1.75,US
30598,1.75,US
30599,1.75,US
30619,1.75,US
30620,1.75,US
30621,1.75,US
30622,1.75,US
30623,1.75,US
30624,1.75,US
30625,1.75,US
30627,1.75,US
30628,1.75,US
30629,1.75,US
30630,1.75,US
30631,1.75,US
30633,1.75,US
30634,1.75,US
30635,1.75,US
30638,1.75,US
30639,1.75,US
30641,1.75,US
30642,1.75,US
30643,1.75,US
30645,1.75,US
30647,1.75,US
30648,1.75,US
30650,1.75,US
30655,1.75,US
30656,1.75,US
30660,1.75,US
30662,1.75,US
30663,1.75,US
30664,1.75,US
30665,1.75,US
30666,1.75,US
30667,1.75,US
30668,1.75,US
30669,1.75,US
30671,1.75,US
30673,1.75,US
30677,1.75,US
30678,1.75,US
30701,1.75,US
30703,1.75,US
30705,1.75,US
30707,1.75,US
30708,1.75,US
30710,1.75,US
30711,1.75,US
30724,1.75,US
30728,1.75,US
30730,1.75,US
30731,1.75,US
30732,1.75,US
30733,1.75,US
30734,1.75,US
30735,1.75,US
30738,1.75,US
30739,1.75,US
30740,1.75,US
30746,1.75,US
30747,1.75,US
30750,1.75,US
30751,1.75,US
30752,1.75,US
30753,1.75,US
30756,1.75,US
30802,1.75,US
30803,1.75,US
30806,1.75,US
30807,1.75,US
30808,1.75,US
30810,1.75,US
30811,1.75,US
30814,1.75,US
30816,1.75,US
30817,1.75,US
30818,1.75,US
30819,1.75,US
30820,1.75,US
30821,1.75,US
30822,1.75,US
30823,1.75,US
30824,1.75,US
30828,1.75,US
30830,1.75,US
30833,1.75,US
31001,1.75,US
31002,1.75,US
31003,1.75,US
31004,1.75,US
31006,1.75,US
31007,1.75,US
31008,1.75,US
31009,1.75,US
31010,1.75,US
31011,1.75,US
31012,1.75,US
31013,1.75,US
31014,1.75,US
31015,1.75,US
31016,1.75,US
31017,1.75,US
31018,1.75,US
31019,1.75,US
31020,1.75,US
31021,1.75,US
31022,1.75,US
31023,1.75,US
31024,1.75,US
31025,1.75,US
31027,1.75,US
31029,1.75,US
31030,1.75,US
31031,1.75,US
31032,1.75,US
31033,1.75,US
31034,1.75,US
31035,1.75,US
31036,1.75,US
31037,1.75,US
31038,1.75,US
31039,1.75,US
31040,1.75,US
31041,1.75,US
31042,1.75,US
31044,1.75,US
31045,1.75,US
31046,1.75,US
31047,1.75,US
31049,1.75,US
31050,1.75,US
31051,1.75,US
31052,1.75,US
31054,1.75,US
31055,1.75,US
31057,1.75,US
31058,1.75,US
31059,1.75,US
31060,1.75,US
31061,1.75,US
31062,1.75,US
31063,1.75,US
31064,1.75,US
31065,1.75,US
31066,1.75,US
31067,1.75,US
31068,1.75,US
31069,1.75,US
31070,1.75,US
31071,1.75,US
31072,1.75,US
31073,1.75,US
31075,1.75,US
31076,1.75,US
31077,1.75,US
31078,1.75,US
31079,1.75,US
31081,1.75,US
31082,1.75,US
31083,1.75,US
31084,1.75,US
31085,1.75,US
31086,1.75,US
31087,1.75,US
31089,1.75,US
31090,1.75,US
31091,1.75,US
31092,1.75,US
31094,1.75,US
31096,1.75,US
31097,1.75,US
31301,1.75,US
31302,1.75,US
31303,1.75,US
31304,1.75,US
31305,1.75,US
31307,1.75,US
31308,1.75,US
31309,1.75,US
31312,1.75,US
31314,1.75,US
31316,1.75,US
31318,1.75,US
31319,1.75,US
31320,1.75,US
31321,1.75,US
31323,1.75,US
31324,1.75,US
31326,1.75,US
31327,1.75,US
31329,1.75,US
31331,1.75,US
31333,1.75,US
31502,1.75,US
31503,1.75,US
31510,1.75,US
31512,1.75,US
31513,1.75,US
31515,1.75,US
31516,1.75,US
31518,1.75,US
31519,1.75,US
31523,1.75,US
31524,1.75,US
31525,1.75,US
31527,1.75,US
31532,1.75,US
31533,1.75,US
31534,1.75,US
31535,1.75,US
31537,1.75,US
31539,1.75,US
31542,1.75,US
31543,1.75,US
31544,1.75,US
31545,1.75,US
31546,1.75,US
31547,1.75,US
31548,1.75,US
31549,1.75,US
31550,1.75,US
31551,1.75,US
31552,1.75,US
31553,1.75,US
31554,1.75,US
31555,1.75,US
31556,1.75,US
31557,1.75,US
31558,1.75,US
31560,1.75,US
31561,1.75,US
31563,1.75,US
31564,1.75,US
31565,1.75,US
31566,1.75,US
31567,1.75,US
31568,1.75,US
31569,1.75,US
31598,1.75,US
31599,1.75,US
31620,1.75,US
31622,1.75,US
31623,1.75,US
31624,1.75,US
31625,1.75,US
31626,1.75,US
31627,1.75,US
31629,1.75,US
31630,1.75,US
31631,1.75,US
31632,1.75,US
31634,1.75,US
31635,1.75,US
31636,1.75,US
31637,1.75,US
31638,1.75,US
31639,1.75,US
31641,1.75,US
31642,1.75,US
31643,1.75,US
31645,1.75,US
31646,1.75,US
31647,1.75,US
31648,1.75,US
31649,1.75,US
31650,1.75,US
31709,1.75,US
31710,1.75,US
31711,1.75,US
31712,1.75,US
31713,1.75,US
31714,1.75,US
31715,1.75,US
31716,1.75,US
31717,1.75,US
31718,1.75,US
31720,1.75,US
31722,1.75,US
31723,1.75,US
31724,1.75,US
31725,1.75,US
31726,1.75,US
31728,1.75,US
31729,1.75,US
31730,1.75,US
31732,1.75,US
31733,1.75,US
31734,1.75,US
31735,1.75,US
31736,1.75,US
31737,1.75,US
31738,1.75,US
31739,1.75,US
31740,1.75,US
31741,1.75,US
31742,1.75,US
31743,1.75,US
31744,1.75,US
31745,1.75,US
31746,1.75,US
31747,1.75,US
31749,1.75,US
31750,1.75,US
31751,1.75,US
31752,1.75,US
31753,1.75,US
31754,1.75,US
31756,1.75,US
31757,1.75,US
31758,1.75,US
31759,1.75,US
31760,1.75,US
31761,1.75,US
31762,1.75,US
31763,1.75,US
31764,1.75,US
31765,1.75,US
31766,1.75,US
31767,1.75,US
31768,1.75,US
31769,1.75,US
31770,1.75,US
31771,1.75,US
31772,1.75,US
31773,1.75,US
31774,1.75,US
31775,1.75,US
31776,1.75,US
31777,1.75,US
31778,1.75,US
31779,1.75,US
31780,1.75,US
31781,1.75,US
31782,1.75,US
31783,1.75,US
31784,1.75,US
31785,1.75,US
31786,1.75,US
31787,1.75,US
31789,1.75,US
31790,1.75,US
31791,1.75,US
31792,1.75,US
31795,1.75,US
31796,1.75,US
31797,1.75,US
31798,1.75,US
31799,1.75,US
31801,1.75,US
31803,1.75,US
31804,1.75,US
31805,1.75,US
31806,1.75,US
31807,1.75,US
31808,1.75,US
31810,1.75,US
31811,1.75,US
31812,1.75,US
31814,1.75,US
31815,1.75,US
31816,1.75,US
31820,1.75,US
31821,1.75,US
31822,1.75,US
31823,1.75,US
31824,1.75,US
31825,1.75,US
31826,1.75,US
31827,1.75,US
31829,1.75,US
31830,1.75,US
31831,1.75,US
31832,1.75,US
31833,1.75,US
31836,1.75,US
31905,1.75,US
31995,1.75,US
32007,1.75,US
32008,1.75,US
32009,1.75,US
32011,1.75,US
32013,1.75,US
32024,1.75,US
32025,1.75,US
32026,1.75,US
32033,1.75,US
32038,1.75,US
32040,1.75,US
32041,1.75,US
32042,1.75,US
32043,1.75,US
32044,1.75,US
32046,1.75,US
32052,1.75,US
32053,1.75,US
32054,1.75,US
32055,1.75,US
32056,1.75,US
32058,1.75,US
32059,1.75,US
32060,1.75,US
32061,1.75,US
32062,1.75,US
32063,1.75,US
32064,1.75,US
32066,1.75,US
32071,1.75,US
32072,1.75,US
32079,1.75,US
32083,1.75,US
32087,1.75,US
32091,1.75,US
32092,1.75,US
32094,1.75,US
32096,1.75,US
32097,1.75,US
32102,1.75,US
32105,1.75,US
32110,1.75,US
32112,1.75,US
32113,1.75,US
32130,1.75,US
32131,1.75,US
32133,1.75,US
32134,1.75,US
32137,1.75,US
32138,1.75,US
32139,1.75,US
32140,1.75,US
32145,1.75,US
32147,1.75,US
32148,1.75,US
32149,1.75,US
32157,1.75,US
32160,1.75,US
32168,1.75,US
32177,1.75,US
32178,1.75,US
32179,1.75,US
32180,1.75,US
32181,1.75,US
32182,1.75,US
32183,1.75,US
32185,1.75,US
32187,1.75,US
32189,1.75,US
32190,1.75,US
32192,1.75,US
32193,1.75,US
32195,1.75,US
32305,1.75,US
32320,1.75,US
32321,1.75,US
32322,1.75,US
32323,1.75,US
32324,1.75,US
32326,1.75,US
32327,1.75,US
32328,1.75,US
32329,1.75,US
32330,1.75,US
32331,1.75,US
32332,1.75,US
32333,1.75,US
32334,1.75,US
32335,1.75,US
32336,1.75,US
32337,1.75,US
32340,1.75,US
32341,1.75,US
32344,1.75,US
32345,1.75,US
32346,1.75,US
32347,1.75,US
32348,1.75,US
32350,1.75,US
32351,1.75,US
32352,1.75,US
32353,1.75,US
32355,1.75,US
32356,1.75,US
32357,1.75,US
32358,1.75,US
32359,1.75,US
32360,1.75,US
32361,1.75,US
32413,1.75,US
32420,1.75,US
32421,1.75,US
32422,1.75,US
32423,1.75,US
32424,1.75,US
32425,1.75,US
32426,1.75,US
32427,1.75,US
32428,1.75,US
32430,1.75,US
32431,1.75,US
32432,1.75,US
32433,1.75,US
32434,1.75,US
32435,1.75,US
32437,1.75,US
32438,1.75,US
32439,1.75,US
32440,1.75,US
32442,1.75,US
32443,1.75,US
32445,1.75,US
32446,1.75,US
32447,1.75,US
32448,1.75,US
32449,1.75,US
32452,1.75,US
32454,1.75,US
32455,1.75,US
32456,1.75,US
32457,1.75,US
32459,1.75,US
32460,1.75,US
32461,1.75,US
32462,1.75,US
32463,1.75,US
32464,1.75,US
32465,1.75,US
32466,1.75,US
32531,1.75,US
32535,1.75,US
32538,1.75,US
32539,1.75,US
32542,1.75,US
32564,1.75,US
32565,1.75,US
32567,1.75,US
32568,1.75,US
32570,1.75,US
32572,1.75,US
32577,1.75,US
32615,1.75,US
32616,1.75,US
32617,1.75,US
32618,1.75,US
32619,1.75,US
32621,1.75,US
32622,1.75,US
32625,1.75,US
32626,1.75,US
32628,1.75,US
32631,1.75,US
32633,1.75,US
32634,1.75,US
32639,1.75,US
32640,1.75,US
32643,1.75,US
32644,1.75,US
32648,1.75,US
32654,1.75,US
32655,1.75,US
32656,1.75,US
32658,1.75,US
32662,1.75,US
32663,1.75,US
32664,1.75,US
32666,1.75,US
32667,1.75,US
32668,1.75,US
32669,1.75,US
32680,1.75,US
32681,1.75,US
32683,1.75,US
32686,1.75,US
32692,1.75,US
32693,1.75,US
32694,1.75,US
32696,1.75,US
32697,1.75,US
32702,1.75,US
32709,1.75,US
32722,1.75,US
32732,1.75,US
32735,1.75,US
32736,1.75,US
32754,1.75,US
32756,1.75,US
32757,1.75,US
32759,1.75,US
32764,1.75,US
32766,1.75,US
32767,1.75,US
32775,1.75,US
32776,1.75,US
32777,1.75,US
32784,1.75,US
32948,1.75,US
32949,1.75,US
32950,1.75,US
33042,1.75,US
33044,1.75,US
33051,1.75,US
33052,1.75,US
33438,1.75,US
33439,1.75,US
33440,1.75,US
33455,1.75,US
33459,1.75,US
33470,1.75,US
33471,1.75,US
33475,1.75,US
33493,1.75,US
33503,1.75,US
33513,1.75,US
33514,1.75,US
33521,1.75,US
33523,1.75,US
33525,1.75,US
33526,1.75,US
33537,1.75,US
33538,1.75,US
33547,1.75,US
33574,1.75,US
33585,1.75,US
33593,1.75,US
33597,1.75,US
33598,1.75,US
33820,1.75,US
33825,1.75,US
33826,1.75,US
33827,1.75,US
33830,1.75,US
33831,1.75,US
33834,1.75,US
33835,1.75,US
33836,1.75,US
33837,1.75,US
33841,1.75,US
33843,1.75,US
33847,1.75,US
33849,1.75,US
33852,1.75,US
33853,1.75,US
33854,1.75,US
33855,1.75,US
33856,1.75,US
33857,1.75,US
33858,1.75,US
33859,1.75,US
33860,1.75,US
33862,1.75,US
33863,1.75,US
33865,1.75,US
33867,1.75,US
33868,1.75,US
33870,1.75,US
33871,1.75,US
33872,1.75,US
33873,1.75,US
33875,1.75,US
33876,1.75,US
33877,1.75,US
33890,1.75,US
33897,1.75,US
33898,1.75,US
33920,1.75,US
33924,1.75,US
33927,1.75,US
33928,1.75,US
33930,1.75,US
33935,1.75,US
33944,1.75,US
33946,1.75,US
33955,1.75,US
33960,1.75,US
33971,1.75,US
33975,1.75,US
33982,1.75,US
34138,1.75,US
34139,1.75,US
34141,1.75,US
34142,1.75,US
34143,1.75,US
34219,1.75,US
34251,1.75,US
34265,1.75,US
34266,1.75,US
34267,1.75,US
34268,1.75,US
34269,1.75,US
34286,1.75,US
34288,1.75,US
34428,1.75,US
34430,1.75,US
34431,1.75,US
34432,1.75,US
34433,1.75,US
34434,1.75,US
34436,1.75,US
34442,1.75,US
34445,1.75,US
34447,1.75,US
34448,1.75,US
34449,1.75,US
34450,1.75,US
34452,1.75,US
34460,1.75,US
34461,1.75,US
34484,1.75,US
34487,1.75,US
34488,1.75,US
34489,1.75,US
34639,1.75,US
34661,1.75,US
34705,1.75,US
34711,1.75,US
34712,1.75,US
34713,1.75,US
34729,1.75,US
34736,1.75,US
34737,1.75,US
34739,1.75,US
34753,1.75,US
34755,1.75,US
34762,1.75,US
34771,1.75,US
34772,1.75,US
34773,1.75,US
34785,1.75,US
34797,1.75,US
34956,1.75,US
34972,1.75,US
34973,1.75,US
34974,1.75,US
34990,1.75,US
34991,1.75,US
35006,1.75,US
35010,1.75,US
35011,1.75,US
35013,1.75,US
35014,1.75,US
35015,1.75,US
35016,1.75,US
35019,1.75,US
35031,1.75,US
35032,1.75,US
35033,1.75,US
35034,1.75,US
35035,1.75,US
35036,1.75,US
35038,1.75,US
35040,1.75,US
35042,1.75,US
35043,1.75,US
35044,1.75,US
35045,1.75,US
35046,1.75,US
35049,1.75,US
35051,1.75,US
35052,1.75,US
35053,1.75,US
35054,1.75,US
35056,1.75,US
35057,1.75,US
35058,1.75,US
35062,1.75,US
35063,1.75,US
35070,1.75,US
35071,1.75,US
35072,1.75,US
35073,1.75,US
35074,1.75,US
35077,1.75,US
35078,1.75,US
35079,1.75,US
35082,1.75,US
35083,1.75,US
35085,1.75,US
35087,1.75,US
35089,1.75,US
35096,1.75,US
35097,1.75,US
35098,1.75,US
35111,1.75,US
35112,1.75,US
35114,1.75,US
35115,1.75,US
35116,1.75,US
35117,1.75,US
35118,1.75,US
35119,1.75,US
35120,1.75,US
35121,1.75,US
35125,1.75,US
35128,1.75,US
35130,1.75,US
35131,1.75,US
35133,1.75,US
35135,1.75,US
35136,1.75,US
35139,1.75,US
35143,1.75,US
35146,1.75,US
35147,1.75,US
35149,1.75,US
35150,1.75,US
35151,1.75,US
35160,1.75,US
35161,1.75,US
35171,1.75,US
35172,1.75,US
35175,1.75,US
35176,1.75,US
35178,1.75,US
35179,1.75,US
35180,1.75,US
35181,1.75,US
35182,1.75,US
35183,1.75,US
35184,1.75,US
35185,1.75,US
35186,1.75,US
35187,1.75,US
35188,1.75,US
35440,1.75,US
35441,1.75,US
35442,1.75,US
35443,1.75,US
35444,1.75,US
35446,1.75,US
35447,1.75,US
35448,1.75,US
35449,1.75,US
35452,1.75,US
35453,1.75,US
35456,1.75,US
35457,1.75,US
35458,1.75,US
35459,1.75,US
35460,1.75,US
35461,1.75,US
35462,1.75,US
35463,1.75,US
35464,1.75,US
35466,1.75,US
35468,1.75,US
35469,1.75,US
35470,1.75,US
35471,1.75,US
35474,1.75,US
35475,1.75,US
35477,1.75,US
35478,1.75,US
35480,1.75,US
35481,1.75,US
35482,1.75,US
35490,1.75,US
35491,1.75,US
35501,1.75,US
35502,1.75,US
35503,1.75,US
35504,1.75,US
35540,1.75,US
35541,1.75,US
35542,1.75,US
35543,1.75,US
35544,1.75,US
35545,1.75,US
35546,1.75,US
35548,1.75,US
35549,1.75,US
35550,1.75,US
35551,1.75,US
35552,1.75,US
35553,1.75,US
35554,1.75,US
35555,1.75,US
35559,1.75,US
35560,1.75,US
35563,1.75,US
35564,1.75,US
35565,1.75,US
35570,1.75,US
35571,1.75,US
35572,1.75,US
35573,1.75,US
35574,1.75,US
35575,1.75,US
35576,1.75,US
35577,1.75,US
35578,1.75,US
35579,1.75,US
35580,1.75,US
35581,1.75,US
35582,1.75,US
35584,1.75,US
35585,1.75,US
35586,1.75,US
35587,1.75,US
35592,1.75,US
35593,1.75,US
35594,1.75,US
35610,1.75,US
35611,1.75,US
35612,1.75,US
35613,1.75,US
35614,1.75,US
35616,1.75,US
35618,1.75,US
35619,1.75,US
35620,1.75,US
35621,1.75,US
35622,1.75,US
35640,1.75,US
35643,1.75,US
35645,1.75,US
35646,1.75,US
35647,1.75,US
35648,1.75,US
35649,1.75,US
35650,1.75,US
35651,1.75,US
35652,1.75,US
35653,1.75,US
35654,1.75,US
35670,1.75,US
35671,1.75,US
35672,1.75,US
35674,1.75,US
35677,1.75,US
35740,1.75,US
35741,1.75,US
35744,1.75,US
35745,1.75,US
35746,1.75,US
35747,1.75,US
35748,1.75,US
35750,1.75,US
35751,1.75,US
35752,1.75,US
35754,1.75,US
35755,1.75,US
35756,1.75,US
35759,1.75,US
35760,1.75,US
35761,1.75,US
35763,1.75,US
35764,1.75,US
35765,1.75,US
35766,1.75,US
35767,1.75,US
35768,1.75,US
35769,1.75,US
35771,1.75,US
35772,1.75,US
35773,1.75,US
35774,1.75,US
35775,1.75,US
35776,1.75,US
35951,1.75,US
35952,1.75,US
35953,1.75,US
35954,1.75,US
35956,1.75,US
35957,1.75,US
35958,1.75,US
35959,1.75,US
35960,1.75,US
35961,1.75,US
35962,1.75,US
35963,1.75,US
35964,1.75,US
35966,1.75,US
35967,1.75,US
35968,1.75,US
35971,1.75,US
35972,1.75,US
35973,1.75,US
35974,1.75,US
35975,1.75,US
35976,1.75,US
35978,1.75,US
35979,1.75,US
35980,1.75,US
35981,1.75,US
35983,1.75,US
35984,1.75,US
35986,1.75,US
35987,1.75,US
35988,1.75,US
35989,1.75,US
35990,1.75,US
36003,1.75,US
36005,1.75,US
36006,1.75,US
36008,1.75,US
36009,1.75,US
36010,1.75,US
36013,1.75,US
36015,1.75,US
36016,1.75,US
36017,1.75,US
36020,1.75,US
36022,1.75,US
36023,1.75,US
36024,1.75,US
36026,1.75,US
36027,1.75,US
36028,1.75,US
36029,1.75,US
36030,1.75,US
36031,1.75,US
36032,1.75,US
36033,1.75,US
36034,1.75,US
36035,1.75,US
36036,1.75,US
36037,1.75,US
36038,1.75,US
36039,1.75,US
36040,1.75,US
36041,1.75,US
36042,1.75,US
36043,1.75,US
36045,1.75,US
36046,1.75,US
36047,1.75,US
36048,1.75,US
36049,1.75,US
36051,1.75,US
36052,1.75,US
36053,1.75,US
